"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"EPUDPASQ","journalArticle","2025","B. Rosendo; D. Fortunato; R. Abreu","Quantum Approaches for Vehicle Routing Optimization on Noisy Intermediate Scale Quantum Platforms: Applications of QAOA and Quantum Annealing for Vehicle Routing Problems [Focus: Quantum Software and its Engineering]","IEEE Software","","1937-4194","10.1109/MS.2025.3547874","","Transportation significantly impacts urban energy consumption and environmental sustainability, making optimization critical. Quantum computing provides a promising approach to improving transportation systems by tackling vehicle routing problem variations using the quadratic unconstrained binary optimization model.","2025-10","2026-07-02 19:58:27","2026-07-10 00:57:22","","43-50","","5","42","","IEEE Software","","","","","","","","","","","","","","","","","","","Noise measurement; Optimization; Benchmark testing; Qubit; Costs; Mathematical models; Annealing; Quantum annealing; Transportation; Vehicle routing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WQLZGJ5W","conferencePaper","2022","J. Luo; P. Zhao; Z. Miao; S. Lan; J. Zhao","A Comprehensive Study of Bug Fixes in Quantum Programs","2022 IEEE International Conference on Software Analysis, Evolution and Reengineering (SANER)","1534-5351","","10.1109/SANER53432.2022.00147","","As quantum programming evolves, more and more quantum programming languages are being developed. As a result, debugging and testing quantum programs have become increasingly important. While bug fixing in classical programs has come a long way, there is a lack of research in quantum programs. To this end, this paper presents a comprehensive study on bug fixing in quantum programs. We collect and investigate 96 real-world bugs and their fixes from four popular quantum programming languages (Qiskit, Cirq, Q#, and ProjectQ). Our study shows that a high proportion of bugs in quantum programs are quantum-specific bugs (over 80%), which requires further research in the bug fixing domain. We also summarize and extend the bug patterns in quantum programs and subdivide the most critical part, math-related bugs, to make it more applicable to the study of quantum programs. Our findings summarize the characteristics of bugs in quantum programs and provide a basis for studying testing and debugging quantum programs.","2022-03-15","2026-07-02 19:58:27","2026-07-10 00:58:41","","1239-1246","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2022 IEEE International Conference on Software Analysis, Evolution and Reengineering (SANER)","","","","Software; Programming; Computer bugs; Debugging; Testing; Conferences; Computer languages; empirical study; quantum software testing; quantum program debugging; Bug fixing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022 IEEE International Conference on Software Analysis, Evolution and Reengineering (SANER)","","","","","","","","","","","","","","",""
"274HYYGW","conferencePaper","2025","L. Remme; A. Weinert; A. Waschk","Optimization of Hybrid Quantum-Classical Algorithms","2025 IEEE International Conference on Quantum Software (QSW)","","","10.1109/QSW67625.2025.00033","","Quantum computers do not run in isolation; rather, they are embedded in quantum-classical hybrid architectures. In these setups, a quantum processing unit communicates with a classical device in near-real time. To enable efficient hybrid computations, it is mandatory to optimize quantum-classical hybrid code. To the best of our knowledge, no previous work on the optimization of hybrid code nor on metrics for which to optimize such code exists. In this work, we take a step towards optimization of hybrid programs by introducing seven optimization routines and three metrics to evaluate the effectiveness of the optimization. We implement these routines for the hybrid quantum language Quil and show that our optimizations improve programs according to our metrics. This lays the foundation for new kinds of hybrid optimizers that enable real-time collaboration between quantum and classical devices.","2025-07-07","2026-07-02 19:58:27","2026-07-10 00:59:14","","215-226","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2025 IEEE International Conference on Quantum Software (QSW)","","","","Quantum circuit; Software; Computers; Quantum computing; Real-time systems; Optimization; Performance evaluation; Codes; Measurement; Collaboration; compilers; evaluation; hybrid quantum software; optimization; optimization operations; quantum-classical; quantum-classical metrics; Quil","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 IEEE International Conference on Quantum Software (QSW)","","","","","","","","","","","","","","",""
"IG6MQF7F","journalArticle","2026","K. Chen; Q. Wang; Z. Zhang","Local Test for Unitarily Invariant Properties of Bipartite Quantum States","IEEE Transactions on Information Theory","","1557-9654","10.1109/TIT.2026.3697790","","We study the power of local test for bipartite quantum states. Our central result is that, for properties of bipartite pure states, unitary invariance on one part implies an optimal (over all global testers) local tester acting only on the other part. As an application, we demonstrate • Purified samples offer no advantage in property testing of mixed states. • A matching lower bound Ω(r2/ε2) for testing the Schmidt rank of bipartite states with perfect completeness, settling an open question raised in the survey of Montanaro and de Wolf (ToC 2016). • A lower bound Ω(( √ n+ √ r)· √ r/ε2) for testing whether an n-partite state is a matrix product state of bond dimension r or ε-far, improving the prior lower bounds Ω( √ n/ε2) by Soleimanifar and Wright (SODA 2022) and Ω( √ r) by Aaronson et al. (ITCS 2024). • A matching lower bound Ω(d/ε2) for testing whether a d-dimensional bipartite state is maximally entangled or ε-far, showing that the algorithm of O’Donnell and Wright (STOC 2015) is optimal for this task. • A query lower bound Ω(d/ √ Δ) for the d-dimensional entanglement entropy problem with gap Δ, improving the prior lower bounds Ω( 4 √ d) by She and Yuen (ITCS 2023) and Ω(1/ √ Δ) by Wang and Zhang (SICOMP 2025) and Weggemans (Quantum 2025). Moreover, we extend our central result to a robust version where the tested states are subject to noise and are not guaranteed to be pure: in this case, one-way LOCC is sufficient to realize the optimal tester.","2026","2026-07-02 19:58:27","2026-07-10 00:59:03","","1-1","","","","","IEEE Transactions on Information Theory","","","","","","","","","","","","","","","","","","","Quantum state; Testing; Complexity theory; Equations; Entropy; bipartite states; Lower bound; quantum lower bounds; quantum property testing; quantum query complexity; quantum sample complexity; Ranking (statistics); Terminology; Tin; unitary invariance; Weighted sum model","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5UVQRCQZ","journalArticle","2025","L. Windgätter; E. Lobe","Quantum Optimization Applications With Quark and Quapps: Bridging the Gap Between Application and Hardware [Focus: Quantum Software and its Engineering]","IEEE Software","","1937-4194","10.1109/MS.2025.3564146","","Solving discrete optimization problems is one of the most promising use cases on quantum computers. The libraries quark and quapps provide an easily usable, modular workflow to encode discrete optimization problems and interface them to both classical and quantum hardware.","2025-10","2026-07-02 19:58:27","2026-07-10 00:59:16","","34-42","","5","42","","IEEE Software","","","","","","","","","","","","","","","","","","","Software algorithms; Computers; Quantum computing; Hardware; Optimization; Benchmark testing; Quantum annealing; Libraries; Approximation algorithms; Linear programming","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CV4IUI6E","conferencePaper","2024","M. -T. Lau; C. -Y. Cheng; C. -H. Lu; C. -H. Chuang; Y. -H. Kuo; H. -C. Yang; C. -T. Kuo; H. -Y. Chen; C. -Y. Tung; C. -E. Tsai; G. -H. Chen; L. -K. Lin; C. -H. Wang; T. -H. Wang; C. -Y. R. Huang","Qsyn: A Developer-Friendly Quantum Circuit Synthesis Framework for NISQ Era and Beyond","2024 IEEE International Conference on Quantum Computing and Engineering (QCE)","","","10.1109/QCE60285.2024.10392","","In this paper, we introduce Qsyn, a novel quantum circuit synthesis (QCS) framework designed to facilitate the research, development, testing, and experimentation of QCS algorithms and tools. Our framework is more developer-friendly than other modern QCS frameworks in three aspects: (1) Qsyn provides a comprehensive command-line interface that enables developers to design various testing scenarios with ease and conduct flexible experiments on their algorithms. This feature significantly streamlines the development process, making it more efficient and user-friendly. (2) Qsyn offers detailed access to multiple data representations at different abstraction levels of quantum circuits. This capability allows developers to optimize their algorithms extensively, gaining deeper insights and control over the structure and behavior of quantum circuits. By understanding the intricacies of circuit design, developers can achieve higher levels of optimization and performance in their algorithms. (3) Qsyn implements a rigorous development flow and environment to help developers maintain high-quality standards using modern software engineering practices, including robust quality assurance measures like regression testing, continuous integration and continuous delivery (CI/CD) pipelines, and code linting. We demonstrate Qsyn's superior performance through fair comparisons with PyZX [1], highlighting its efficiency and optimization capabilities. By providing a unified and user-friendly development environment, Qsyn empowers researchers and developers to prototype, implement, and evaluate their QCS algorithms effectively.","2024-09-15","2026-07-02 19:58:27","2026-07-10 00:59:23","","535-536","","","02","","","","","","","","","","","","","","","","","Journal Abbreviation: 2024 IEEE International Conference on Quantum Computing and Engineering (QCE)","","","","Software algorithms; Quantum circuit; Software; Software engineering; Optimization; Quantum system; Quantum Computing; Testing; Standards; Quantum Software Engineering; Quality assurance; Software measurement; Quantum Systems Software","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE International Conference on Quantum Computing and Engineering (QCE)","","","","","","","","","","","","","","",""
"SR4KSXAF","journalArticle","2025","Luis Jiménez-NavajasRicardo Pérez-CastilloMario Piattini","Code generation for classical-quantum software systems modeled in UML","Software and Systems Modeling","","","10.1007/s10270-024-01259-w","https://link.springer.com/article/10.1007/s10270-024-01259-w","","2025","2026-07-02 19:59:09","2026-07-10 00:59:22","","","","","","","Software and Systems Modeling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EZWTSP9L","journalArticle","2024","Harriet ApelToby CubittPatrick HaydenTamara KohlerDavid Pérez-García","Security of quantum position-verification limits Hamiltonian simulation via holography","Journal of High Energy Physics","","","10.1007/JHEP08(2024)152","https://link.springer.com/article/10.1007/JHEP08(2024)152","","2024","2026-07-02 19:59:09","2026-07-10 00:58:27","","","","","","","Journal of High Energy Physics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FCC5V5AR","journalArticle","2024","Arif Ali KhanMuhammad Azeem AkbarValtteri LahtinenMarko PaavolaMahmood NiaziMohammed Naif AlatawiShoayee Dlaim Alotaibi","Correction: Agile meets quantum: a novel genetic algorithm model for predicting the success of quantum software development project","Automated Software Engineering","","","10.1007/s10515-024-00474-5","https://link.springer.com/article/10.1007/s10515-024-00474-5","","2024","2026-07-02 19:59:09","2026-07-10 00:57:20","","","","","","","Automated Software Engineering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BD8A5CEM","bookSection","2026","Chuanqi XuJakub Szefer","Security Attacks Abusing Pulse-Level Quantum Circuits","Design Automation for Quantum Computing","","","10.1007/978-3-032-09303-5_11","https://link.springer.com/chapter/10.1007/978-3-032-09303-5_11","","2026","2026-07-02 19:59:09","2026-07-10 00:57:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LYI5SQ6W","conferencePaper","2024","Ji GuanYuan FengAndrea TurriniMingsheng Ying","Measurement-Based Verification of Quantum Markov Chains","","","","10.1007/978-3-031-65633-0_24","https://link.springer.com/chapter/10.1007/978-3-031-65633-0_24","","2024","2026-07-02 19:59:09","2026-07-10 00:58:53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Computer Aided Verification","","","","","","","","","","","","","","",""
"ANPAGLHH","bookSection","2024","José Luis HeviaEzequiel MurinaAurelio MartínezGuido Peterssen","Quantum Software Engineering and Programming Applied to Personalized Pharmacogenomics","Quantum Software","","","10.1007/978-3-031-64136-7_11","https://link.springer.com/chapter/10.1007/978-3-031-64136-7_11","","2024","2026-07-02 19:59:09","2026-07-10 00:59:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PFKD4T5W","journalArticle","2026","Jian-Wei YinZi-Rong ChenShun PengHao-Chen LuoChen-Ning TaoSi-Wei TanLi-Qiang Lu","A Review of Quantum Computing Systems and Software","Journal of Computer Science and Technology","","","10.1007/s11390-025-5953-3","https://link.springer.com/article/10.1007/s11390-025-5953-3","","2026","2026-07-02 19:59:09","2026-07-10 00:58:54","","","","","","","Journal of Computer Science and Technology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C7INZUEZ","conferencePaper","2025","F. Javier CardamaJorge Vázquez-PérezTomás F. PenaJuan C. PichelAndrés Gómez","Quantum Compilation Process: A Survey","","","","10.1007/978-3-031-90200-0_9","https://link.springer.com/chapter/10.1007/978-3-031-90200-0_9","","2025","2026-07-02 19:59:09","2026-07-10 00:58:02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Euro-Par 2024: Parallel Processing Workshops","","","","","","","","","","","","","","",""
"TNWZFX2D","bookSection","2022","Luis Jiménez-NavajasRicardo Pérez-CastilloMario Piattini","Quantum Software Modernization","Quantum Software Engineering","","","10.1007/978-3-031-05324-5_11","https://link.springer.com/chapter/10.1007/978-3-031-05324-5_11","","2022","2026-07-02 19:59:09","2026-07-10 00:59:21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SQY38IA3","bookSection","2024","Iaakov Exman","Simulating Quantum Software with Density Matrices: Reading Feynman on Fast-Forward","Quantum Software","","","10.1007/978-3-031-64136-7_2","https://link.springer.com/chapter/10.1007/978-3-031-64136-7_2","","2024","2026-07-02 19:59:09","2026-07-10 00:58:32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9QBDISZZ","bookSection","2026","Lukas BurgholzerRobert Wille","Introduction","Design Automation Tools and Software for Quantum Computing","","","10.1007/978-3-032-06770-8_1","https://link.springer.com/chapter/10.1007/978-3-032-06770-8_1","","2026","2026-07-02 19:59:09","2026-07-10 00:59:23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4SNJCTKA","conferencePaper","2025","Kean ChenYuhao LiuWang FangJennifer PaykinXin-Chuan WuAlbert SchmitzSteve ZdancewicGushu Li","Verifying Fault-Tolerance of Quantum Error Correction Codes","","","","10.1007/978-3-031-98685-7_1","https://link.springer.com/chapter/10.1007/978-3-031-98685-7_1","","2025","2026-07-02 19:59:09","2026-07-10 00:59:09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Computer Aided Verification","","","","","","","","","","","","","","",""
"KA2K38BG","bookSection","2022","Johnny Hooyberghs","Your First Quantum Program","Introducing Microsoft Quantum Computing for Developers","","","10.1007/978-1-4842-7246-6_5","https://link.springer.com/chapter/10.1007/978-1-4842-7246-6_5","","2022","2026-07-02 19:59:09","2026-07-10 00:58:59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QRJYSWF6","bookSection","2026","Lukas BurgholzerRobert Wille","Conclusion","Design Automation Tools and Software for Quantum Computing","","","10.1007/978-3-032-06770-8_21","https://link.springer.com/chapter/10.1007/978-3-032-06770-8_21","","2026","2026-07-02 19:59:09","2026-07-10 00:59:22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HPV22VBV","conferencePaper","2025","Jaime Alvarado-ValienteJavier Romero-ÁlvarezJorge Casco-SecoEnrique MoguelJose Garcia-AlonsoJuan M. Murillo","Circuit Scheduling Policies on Current QPUs: QCRAFT Scheduler","","","","10.1007/978-981-96-0808-9_15","https://link.springer.com/chapter/10.1007/978-981-96-0808-9_15","","2025","2026-07-02 19:59:09","2026-07-10 00:58:46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Service-Oriented Computing","","","","","","","","","","","","","","",""
"EY537AB5","journalArticle","2026","Lukas BurgholzerRobert Wille","Design Automation Tools and Software for Quantum Computing","","","","10.1007/978-3-032-06770-8","https://link.springer.com/book/10.1007/978-3-032-06770-8","","2026","2026-07-02 19:59:09","2026-07-10 00:59:23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ETVPXDGM","bookSection","2024","Luis Jiménez-NavajasRicardo Pérez-CastilloMario Piattini","Engineering Hybrid Software Systems","Quantum Software","","","10.1007/978-3-031-64136-7_9","https://link.springer.com/chapter/10.1007/978-3-031-64136-7_9","","2024","2026-07-02 19:59:09","2026-07-10 00:59:21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9MDWXX9N","bookSection","2026","Archisman GhoshSatwik KunduSwaroop Ghosh","Adversarial Threats in Quantum Machine Learning: A Survey of Attacks and Defenses","Quantum Robustness in Artificial Intelligence","","","10.1007/978-3-032-11153-1_3","https://link.springer.com/chapter/10.1007/978-3-032-11153-1_3","","2026","2026-07-02 19:59:10","2026-07-10 00:57:20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YMF25CDI","bookSection","2023","Kumar PrateekSoumyadev Maity","Quantum Programming on Azure Quantum—An Open Source Tool for Quantum Developers","Quantum Computing: A Shift from Bits to Qubits","","","10.1007/978-981-19-9530-9_16","https://link.springer.com/chapter/10.1007/978-981-19-9530-9_16","","2023","2026-07-02 19:59:10","2026-07-10 00:59:12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5WLGCMCG","bookSection","2022","Filipa Ramos FerreiraJoão Paulo FernandesRui Abreu","Quantum Software Frameworks for Deep Learning","Quantum Software Engineering","","","10.1007/978-3-031-05324-5_15","https://link.springer.com/chapter/10.1007/978-3-031-05324-5_15","","2022","2026-07-02 19:59:10","2026-07-10 00:58:12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YGWWTKG7","journalArticle","2025","F. Javier CardamaJorge Vázquez-PérezCésar PiñeiroJuan C. PichelTomás F. PenaAndrés Gómez","Review of intermediate representations for quantum computing","The Journal of Supercomputing","","","10.1007/s11227-024-06892-2","https://link.springer.com/article/10.1007/s11227-024-06892-2","","2025","2026-07-02 19:59:10","2026-07-10 00:58:02","","","","","","","The Journal of Supercomputing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K2549ZS4","conferencePaper","2026","Anne BroadbentAlex B. GriloSupartha PodderJamie Sikora","The Role of Piracy in Quantum Proofs","","","","10.1007/978-3-032-06754-8_10","https://link.springer.com/chapter/10.1007/978-3-032-06754-8_10","","2026","2026-07-02 19:59:10","2026-07-10 00:57:18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Progress in Cryptology – LATINCRYPT 2025","","","","","","","","","","","","","","",""
"RZPDAK3N","conferencePaper","2025","Gonzalo FerroOluwatosin OdubanjoDiego AndradeAndrés Gómez","TNBS: A Kernel-Based Benchmarking for Digital Quantum Computers","","","","10.1007/978-3-031-90200-0_3","https://link.springer.com/chapter/10.1007/978-3-031-90200-0_3","","2025","2026-07-02 19:59:10","2026-07-10 00:58:21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Euro-Par 2024: Parallel Processing Workshops","","","","","","","","","","","","","","",""
"E5TAWI9M","conferencePaper","2026","Fuyuki KitagawaRyo NishimakiNikhil Pappu","Collusion-Resistant Quantum Secure Key Leasing Beyond Decryption","","","","10.1007/978-3-032-25291-3_20","https://link.springer.com/chapter/10.1007/978-3-032-25291-3_20","","2026","2026-07-02 19:59:10","2026-07-10 00:58:15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Advances in Cryptology – EUROCRYPT 2026","","","","","","","","","","","","","","",""
"MXNZLX3W","bookSection","2026","Gabriela LenarczykTimo MinssenMateo Aboy","IP in Superposition: Patents, Trade Secrets, and Open Innovation in Quantum Information Technology","Quantum Technology Governance I","","","10.1007/978-981-95-8371-3_3","https://link.springer.com/chapter/10.1007/978-981-95-8371-3_3","","2026","2026-07-02 19:59:10","2026-07-10 00:58:19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5UD4IPTI","bookSection","2024","Enrique MoguelJose Garcia-AlonsoJuan M. Murillo","Development and Deployment of Quantum Services","Quantum Software","","","10.1007/978-3-031-64136-7_8","https://link.springer.com/chapter/10.1007/978-3-031-64136-7_8","","2024","2026-07-02 19:59:10","2026-07-10 00:57:58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EQ5ZQLRT","conferencePaper","2024","Javier Sanchez-RiveroDaniel TalavánJose Garcia-AlonsoAntonio Ruiz-CortésJuan Manuel Murillo","Some Initial Guidelines for Building Reusable Quantum Oracles","","","","10.1007/978-981-97-0989-2_16","https://link.springer.com/chapter/10.1007/978-981-97-0989-2_16","","2024","2026-07-02 19:59:10","2026-07-10 00:58:51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Service-Oriented Computing – ICSOC 2023 Workshops","","","","","","","","","","","","","","",""
"A4PPKID6","journalArticle","2026","Aruna RaniSatveer Kour","Green quantum computing: evaluating energy efficient error correction mechanisms","Proceedings of the Indian National Science Academy","","","10.1007/s43538-026-00737-7","https://link.springer.com/article/10.1007/s43538-026-00737-7","","2026","2026-07-02 19:59:10","2026-07-10 00:57:21","","","","","","","Proceedings of the Indian National Science Academy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7VDG6M6E","bookSection","2026","Kali Charan ModakKumkum SinhaKavita TiwariMiguel A. Sahagun","Green Quantum Finance: Leveraging Quantum AI and HPC for Sustainable Climate Investment Strategies","Quantum AI-Powered and HPC Applications for Sustainable Environment and Climate Change","","","10.1007/978-3-032-15188-9_6","https://link.springer.com/chapter/10.1007/978-3-032-15188-9_6","","2026","2026-07-02 19:59:10","2026-07-10 00:59:07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FIVTTGJ4","conferencePaper","2024","Jaime Alvarado-ValienteJavier Romero-ÁlvarezEnrique MoguelJosé Garcia-AlonsoJuan M. Murillo","Task Manager of Quantum Web Services Through a Load Balancing Solution","","","","10.1007/978-3-031-62362-2_24","https://link.springer.com/chapter/10.1007/978-3-031-62362-2_24","","2024","2026-07-02 19:59:10","2026-07-10 00:58:45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Web Engineering","","","","","","","","","","","","","","",""
"WLWXP44A","journalArticle","2025","M. Bagus AndraAsri R. YulianiJimmy A. KadarAde RamdanHilman F. Pardede","Data augmentation in cancer image classification problem with quantum GAN","Quantum Machine Intelligence","","","10.1007/s42484-025-00315-y","https://link.springer.com/article/10.1007/s42484-025-00315-y","","2025","2026-07-02 19:59:10","2026-07-10 00:59:25","","","","","","","Quantum Machine Intelligence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VNI3UN8M","journalArticle","2025","Diego García-VegaFernando Plou-LlorenteAlejandro Leal-CastañoElías F. CombarroJosé Ranilla","pLazyQML: a parallel package for efficient execution of QML models on classical computers","The Journal of Supercomputing","","","10.1007/s11227-025-07714-9","https://link.springer.com/article/10.1007/s11227-025-07714-9","","2025","2026-07-02 19:59:10","2026-07-10 00:57:44","","","","","","","The Journal of Supercomputing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7T3R34DM","journalArticle","2025","Evandro RosaEduardo LussiJerusa MarchiRafael de SantiagoEduardo Duzzioni","Full Quantum Stack: Ket Platform","Brazilian Journal of Physics","","","10.1007/s13538-025-01981-w","https://link.springer.com/article/10.1007/s13538-025-01981-w","","2025","2026-07-02 19:59:10","2026-07-10 00:57:59","","","","","","","Brazilian Journal of Physics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IFFMZJRV","journalArticle","2025","Jorge Vázquez-PérezF. Javier CardamaCésar PiñeiroJuan C. PichelTomás F. PenaAndrés Gómez","Inqasm: InQuIR compiler to NetQASM","The Journal of Supercomputing","","","10.1007/s11227-025-06955-y","https://link.springer.com/article/10.1007/s11227-025-06955-y","","2025","2026-07-02 19:59:10","2026-07-10 00:58:59","","","","","","","The Journal of Supercomputing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6A7PCK5A","journalArticle","2025","Kavita R. SinghSagarkumar S. BadhiyeKapil GuptaPravinkumar M. SonsareRoshni S. KhedgaonkarMukesh M. Raghuwanshi","A Survey of Quantum Machine Learning: Understanding the Current Landscape and Future Opportunities","Operations Research Forum","","","10.1007/s43069-025-00569-z","https://link.springer.com/article/10.1007/s43069-025-00569-z","","2025","2026-07-02 19:59:10","2026-07-10 00:59:09","","","","","","","Operations Research Forum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HDQYY5TL","journalArticle","2025","Khaoula ElBedouiNeila Ben LakhalWalid Barhoumi","Medical image analysis: a systematization of knowledge on the convergence of AI and quantum computing","The Journal of Supercomputing","","","10.1007/s11227-025-07789-4","https://link.springer.com/article/10.1007/s11227-025-07789-4","","2025","2026-07-02 19:59:10","2026-07-10 00:59:10","","","","","","","The Journal of Supercomputing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5KT3IIGM","bookSection","2026","Ilgın ŞafakTapio FranttiFatih AlagözTommi MikkonenMajid Haghparast","Quantum Adversarial Artificial Intelligence in Secure Internet of Things Networks","Adversarial Example Detection and Mitigation Using Machine Learning","","","10.1007/978-3-031-99447-0_9","https://link.springer.com/chapter/10.1007/978-3-031-99447-0_9","","2026","2026-07-02 19:59:10","2026-07-10 00:58:33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
