"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"G5M7ZTGA","conferencePaper","2025","S. Y. Shin; F. Pastore; D. Bianculli","Quantum Program Linting with LLMs: Emerging Results from a Comparative Study","2025 IEEE International Conference on Quantum Computing and Engineering (QCE)","","","10.1109/QCE65121.2025.10316","","Ensuring the quality of quantum programs is increasingly important; however, traditional static analysis techniques are insufficient due to the unique characteristics of quantum computing. Quantum-specific linting tools, such as LintQ, have been developed to detect quantum-specific programming problems; however, they typically rely on manually crafted analysis queries. The manual effort required to update these tools limits their adaptability to evolving quantum programming practices. To address this challenge, this study investigates the feasibility of employing Large Language Models (LLMs) to develop a novel linting technique for quantum software development and explores potential avenues to advance linting approaches. We introduce LintQ-LLM, an LLM-based linting tool designed to detect quantum-specific problems comparable to those identified by LintQ. Through an empirical comparative study using realworld Qiskit programs, our results show that LintQ-LLM is a viable solution that complements LintQ, with particular strengths in problem localization, explanation clarity, and adaptability potential for emerging quantum programming frameworks, thus providing a basis for further research. Furthermore, this study discusses several research opportunities for developing more advanced, adaptable, and feedback-aware quantum software quality assurance methods by leveraging LLMs.","2025-09-30","2026-07-02 19:58:27","2026-07-10 01:01:41","","181-186","","","02","","","","","","","","","","","","","","","","","Journal Abbreviation: 2025 IEEE International Conference on Quantum Computing and Engineering (QCE)","","","","Accuracy; Programming; Quantum computing; Software development management; quantum software; Large language models; static analysis; Static analysis; Software quality; Quality assurance; quality assurance; Location awareness; large language models (LLMs); linting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 IEEE International Conference on Quantum Computing and Engineering (QCE)","","","","","","","","","","","","","","",""
"C5NK5ZMA","conferencePaper","2023","P. Zhao; X. Wu; Z. Li; J. Zhao","QChecker: Detecting Bugs in Quantum Programs via Static Analysis","2023 IEEE/ACM 4th International Workshop on Quantum Software Engineering (Q-SE)","","","10.1109/Q-SE59154.2023.00014","","Static analysis is the process of analyzing software code without executing the software. It can help find bugs and potential problems in software that may only appear at runtime. Although many static analysis tools have been developed for classical software, due to the nature of quantum programs, these existing tools are unsuitable for analyzing quantum programs. This paper presents QChecker, a static analysis tool that supports finding bugs in quantum programs in Qiskit. QChecker consists of two main modules: a module for extracting program information based on abstract syntax tree (AST), and a module for detecting bugs based on patterns. We evaluate the performance of QChecker using the Bugs4Q benchmark. The evaluation results show that QChecker can effectively detect various bugs in quantum programs.","2023-05-17","2026-07-02 19:58:27","2026-07-10 01:01:04","","50-57","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2023 IEEE/ACM 4th International Workshop on Quantum Software Engineering (Q-SE)","","","","Computer bugs; Benchmark testing; Codes; quantum programming; Runtime; Qiskit; Syntactics; Conferences; static analysis; Static analysis; software testing; program debugging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023 IEEE/ACM 4th International Workshop on Quantum Software Engineering (Q-SE)","","","","","","","","","","","","","","",""
"WYIGZ7JJ","conferencePaper","2021","X. Hong; M. Ying; Y. Feng; X. Zhou; S. Li","Approximate Equivalence Checking of Noisy Quantum Circuits","2021 58th ACM/IEEE Design Automation Conference (DAC)","0738-100X","","10.1109/DAC18074.2021.9586214","","We study the fundamental design automation problem of equivalence checking in the NISQ (Noisy Intermediate-Scale Quantum) computing realm where quantum noise is present inevitably. The notion of approximate equivalence of (possibly noisy) quantum circuits is defined based on the Jamiolkowski fidelity which measures the average distance between output states of two super-operators when the input is chosen at random. By employing tensor network contraction, we present two algorithms, aiming at different situations where the number of noises varies, for computing the fidelity between an ideal quantum circuit and its noisy implementation. The effectiveness of our algorithms is demonstrated by experimenting on benchmarks of real NISQ circuits. When compared with the state-of-the-art implementation incorporated in Qiskit, experimental results show that the proposed algorithms outperform in both efficiency and scalability.","2021-12-05","2026-07-02 19:58:27","2026-07-10 01:03:18","","637-642","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2021 58th ACM/IEEE Design Automation Conference (DAC)","","","","Design automation; Quantum circuit; Scalability; Quantum computing; Noise measurement; Benchmark testing; Tensors; Approximation algorithms; equivalence checking; quantum circuits; noise","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021 58th ACM/IEEE Design Automation Conference (DAC)","","","","","","","","","","","","","","",""
"U3VYDW5C","conferencePaper","2025","S. R. Maschek; J. Schwitalla; M. Franz; W. Mauerer","Make Some Noise! Measuring Noise Model Quality in Real-World Quantum Software","2025 IEEE International Conference on Quantum Software (QSW)","","","10.1109/QSW67625.2025.00010","","Noise and imperfections are among the prevalent challenges in quantum software engineering for current NISQ systems. They will remain important in the post-NISQ area, as logical, error-corrected qubits will be based on software mechanisms. As real quantum hardware is still limited in size and accessibility, noise models for classical simulation-that in some cases can exceed dimensions of actual systems-play a critical role in obtaining insights into quantum algorithm performance, and the properties of mechanisms for error correction and mitigation. We present, implement and validate a tunable noise model building on the Kraus channel formalism on a large scale quantum simulator system (Qaptiva). We use empirical noise measurements from IBM quantum (IBMQ) systems to calibrate the model and create a realistic simulation environment. Experimental evaluation of our approach with Greenberger-Horne-Zeilinger (GHZ) state preparation and QAOA applied to an industrial usecase validate our approach, and demonstrate accurate simulation of hardware behaviour at reasonable computational cost. We devise and utilise a method that allows for determining the quality of noise models for larger problem instances than is possible with existing metrics in the literature. To identify potentials of future quantum software and algorithms, we extrapolate the noise model to future partially fault-tolerant systems, and give insights into the interplay between hardware-specific noise modelling and hardware-aware algorithm development.","2025-07-07","2026-07-02 19:58:27","2026-07-10 01:01:37","","1-11","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2025 IEEE International Conference on Quantum Software (QSW)","","","","Software algorithms; Software; Software engineering; Hardware; Noise measurement; Computational modeling; Qubit; Quantum Computing; Quantum algorithm; Noise; Software measurement; Industrial Application; Noise Model","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 IEEE International Conference on Quantum Software (QSW)","","","","","","","","","","","","","","",""
"274HYYGW","conferencePaper","2025","L. Remme; A. Weinert; A. Waschk","Optimization of Hybrid Quantum-Classical Algorithms","2025 IEEE International Conference on Quantum Software (QSW)","","","10.1109/QSW67625.2025.00033","","Quantum computers do not run in isolation; rather, they are embedded in quantum-classical hybrid architectures. In these setups, a quantum processing unit communicates with a classical device in near-real time. To enable efficient hybrid computations, it is mandatory to optimize quantum-classical hybrid code. To the best of our knowledge, no previous work on the optimization of hybrid code nor on metrics for which to optimize such code exists. In this work, we take a step towards optimization of hybrid programs by introducing seven optimization routines and three metrics to evaluate the effectiveness of the optimization. We implement these routines for the hybrid quantum language Quil and show that our optimizations improve programs according to our metrics. This lays the foundation for new kinds of hybrid optimizers that enable real-time collaboration between quantum and classical devices.","2025-07-07","2026-07-02 19:58:27","2026-07-10 00:59:14","","215-226","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2025 IEEE International Conference on Quantum Software (QSW)","","","","Quantum circuit; Software; Computers; Quantum computing; Real-time systems; Optimization; Performance evaluation; Codes; Measurement; Collaboration; compilers; evaluation; hybrid quantum software; optimization; optimization operations; quantum-classical; quantum-classical metrics; Quil","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 IEEE International Conference on Quantum Software (QSW)","","","","","","","","","","","","","","",""
"SMSDHIXY","journalArticle","2023","P. Selig; N. Murphy; D. Redmond; S. Caton","DeepQPrep: Neural Network Augmented Search for Quantum State Preparation","IEEE Access","","2169-3536","10.1109/ACCESS.2023.3296802","","There is an increasing interest in the area of quantum computing but developing quantum algorithms is difficult. Neural Network augmented search algorithms have proven quite successful for general search problems (like program generation) but current approaches to quantum program generation make very restricted use of them. In this paper we present DeepQPrep, a Neural Network based approach to generate quantum circuits for state preparation; a common yet expensive task needed in many applications of quantum computing. We illustrate that Neural Network augmented search algorithms have significant promise for automated quantum program generation; DeepQPrep generated programs were able to solve 99% and 76.9% of 20000 previously unseen state prepartion tasks in a supervised machine learning context within two different application scenarios. The circuits produced by DeepQPrep are also shallower (on average) than their ground truth counterparts. We also compare DeepQPrep to IBM Qiskit’s approach to state preparation and illustrate that even when constrained, DeepQPrep generates significantly shallower circuits despite Qiskit solving more of the state preparation tasks. Based on our results, we argue that neural network augmented search approaches exhibit significant promise for generalised approaches to quantum program induction warranting further study in more complex scenarios.","2023","2026-07-02 19:58:27","2026-07-10 01:01:02","","76388-76402","","","11","","IEEE Access","","","","","","","","","","","","","","","","","","","Quantum state; Quantum circuit; Logic gates; Qubit; Task analysis; Machine learning; Measurement; Graph neural networks; Supervised learning; gate-based circuits; graph neural networks; quantum program synthesis; Quantum state preparation; supervised machine learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IG6MQF7F","journalArticle","2026","K. Chen; Q. Wang; Z. Zhang","Local Test for Unitarily Invariant Properties of Bipartite Quantum States","IEEE Transactions on Information Theory","","1557-9654","10.1109/TIT.2026.3697790","","We study the power of local test for bipartite quantum states. Our central result is that, for properties of bipartite pure states, unitary invariance on one part implies an optimal (over all global testers) local tester acting only on the other part. As an application, we demonstrate • Purified samples offer no advantage in property testing of mixed states. • A matching lower bound Ω(r2/ε2) for testing the Schmidt rank of bipartite states with perfect completeness, settling an open question raised in the survey of Montanaro and de Wolf (ToC 2016). • A lower bound Ω(( √ n+ √ r)· √ r/ε2) for testing whether an n-partite state is a matrix product state of bond dimension r or ε-far, improving the prior lower bounds Ω( √ n/ε2) by Soleimanifar and Wright (SODA 2022) and Ω( √ r) by Aaronson et al. (ITCS 2024). • A matching lower bound Ω(d/ε2) for testing whether a d-dimensional bipartite state is maximally entangled or ε-far, showing that the algorithm of O’Donnell and Wright (STOC 2015) is optimal for this task. • A query lower bound Ω(d/ √ Δ) for the d-dimensional entanglement entropy problem with gap Δ, improving the prior lower bounds Ω( 4 √ d) by She and Yuen (ITCS 2023) and Ω(1/ √ Δ) by Wang and Zhang (SICOMP 2025) and Weggemans (Quantum 2025). Moreover, we extend our central result to a robust version where the tested states are subject to noise and are not guaranteed to be pure: in this case, one-way LOCC is sufficient to realize the optimal tester.","2026","2026-07-02 19:58:27","2026-07-10 00:59:03","","1-1","","","","","IEEE Transactions on Information Theory","","","","","","","","","","","","","","","","","","","Quantum state; Testing; Complexity theory; Equations; Entropy; bipartite states; Lower bound; quantum lower bounds; quantum property testing; quantum query complexity; quantum sample complexity; Ranking (statistics); Terminology; Tin; unitary invariance; Weighted sum model","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QGDANS8L","conferencePaper","2023","M. Tsymbalista; M. Maksymenko; I. Katernyak","Approaching Quantum Utility by Leveraging Quantum Software Stack","2023 IEEE 13th International Conference on Electronics and Information Technologies (ELIT)","","","10.1109/ELIT61488.2023.10310743","","Improvement in Quantum Computing (QC) performance will allow us to solve a wide range of complex problems that classical computers of today can't handle. Nowadays we feel closer to achieving a state of Quantum Utility (QU) than ever before. Importance for both academia and business to understand the current state of technology and tooling, their extensibility points along with perspective optimization algorithms are on the verge. The purpose of the article is to provide a structured analysis of existing progress in QC. It serves a purpose of a guide on where significant progress is expected in the upcoming years, outlines details about tooling to start doing experiments, and introduces Quantum Computing Optimization Middleware (QCOM) reference architecture as a backbone around which new building blocks are expected to be added in the upcoming years, e.g., industry-specific enterprise connectors. The article reviews only the software stack, not considering opportunities for hardware as they seem to be much further away. This should help scientists and engineers to define a mental model of how to move forward to reach both mid and long-term goals toward QU.","2023-09-26","2026-07-02 19:58:27","2026-07-10 01:00:27","","210-215","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2023 IEEE 13th International Conference on Electronics and Information Technologies (ELIT)","","","","Hardware; Logic gates; Benchmark testing; Qubit; Full stack; quantum computing; Computer architecture; Error correction; error correction; quantum algorithm performance; Quantum Computing Optimization Middleware; quantum utility; qubit mapping","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023 IEEE 13th International Conference on Electronics and Information Technologies (ELIT)","","","","","","","","","","","","","","",""
"5UVQRCQZ","journalArticle","2025","L. Windgätter; E. Lobe","Quantum Optimization Applications With Quark and Quapps: Bridging the Gap Between Application and Hardware [Focus: Quantum Software and its Engineering]","IEEE Software","","1937-4194","10.1109/MS.2025.3564146","","Solving discrete optimization problems is one of the most promising use cases on quantum computers. The libraries quark and quapps provide an easily usable, modular workflow to encode discrete optimization problems and interface them to both classical and quantum hardware.","2025-10","2026-07-02 19:58:27","2026-07-10 00:59:16","","34-42","","5","42","","IEEE Software","","","","","","","","","","","","","","","","","","","Software algorithms; Computers; Quantum computing; Hardware; Optimization; Benchmark testing; Quantum annealing; Libraries; Approximation algorithms; Linear programming","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZGWLBTRS","journalArticle","2024","S. A. Metwalli; R. Van Meter","Testing and Debugging Quantum Circuits","IEEE Transactions on Quantum Engineering","","2689-1808","10.1109/TQE.2024.3374879","","This article introduces a process framework for debugging quantum circuits, focusing on three distinct types of circuit blocks: amplitude–permutation, phase-modulation, and amplitude–redistribution circuit blocks. Our research addresses the critical need for specialized debugging approaches tailored to the unique properties of each circuit type. For amplitude–permutation circuits, we propose techniques to correct amplitude–permutations mimicking classical operations. In phase-modulation circuits, our proposed strategy targets the precise calibration of phase alterations essential for quantum computations. The most complex amplitude–redistribution circuits demand advanced methods to adjust probability amplitudes. This research bridges a vital gap in current methodologies and lays the groundwork for future advancements in quantum circuit debugging. Our contributions are twofold: we present a comprehensive unit testing tool (Cirquo) and debugging approaches tailored to the unique demands of quantum computing, and we provide empirical evidence of its effectiveness in optimizing quantum circuit performance. This work is a crucial step toward realizing robust quantum computing systems and their applications in various domains.","2024","2026-07-02 19:58:27","2026-07-10 01:01:28","","1-15","","","5","","IEEE Transactions on Quantum Engineering","","","","","","","","","","","","","","","","","","","Computers; Quantum computing; Computer bugs; Debugging; Logic gates; quantum software; Python; Software testing; testing; quantum programs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YWY7D46D","book","2025","Mariia Mykhailova","Quantum Programming in Depth: Solving problems with Q# and Qiskit","","978-1-63343-690-9","","","http://ieeexplore.ieee.org/document/11079736","Go beyond the basics with this in-depth guide to quantum programming. Here’s something you already know: quantum computing is a deep subject. Quantum Programming in Depth takes you beyond quantum basics and shows you how to take on practical quantum problem solving and programming using Q# and Qiskit. Author Mariia Mykhailova, a principal quantum applications software developer at PsiQuantum, guides you every step of the way. In Quantum Programming in Depth you’ll explore:  Algorithms to solve challenging quantum computing problems Writing quantum programs with Q# and Qiskit Testing quantum programs with simulators and specialized tools Evaluating performance of quantum programs on future fault-tolerant quantum computers  Quantum Programming in Depth shows you how to do quantum computing outside the lab or classroom, presenting problems of quantum programming and demonstrating how they’re solved. You’ll learn to write quantum programs using Qiskit and Q#—and even how to test your quantum code using common testing tools like pytest. You’ll learn to prepare quantum states and implement operations, extract information from quantum states and operations, evaluate classical functions on a quantum computer, solve search problems, and more.","2025","2026-07-02 19:58:27","2026-07-10 01:00:33","","","1","","","","","","","","","","Manning","","","","","","","","","","","","","quantum computing; quantum programming; quantum software; quantum algorithms; Qiskit; fault-tolerant quantum computers; Grover's algorithm; Q#; quantum code testing; quantum gates; quantum operations; quantum problem solving; quantum simulators","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CV4IUI6E","conferencePaper","2024","M. -T. Lau; C. -Y. Cheng; C. -H. Lu; C. -H. Chuang; Y. -H. Kuo; H. -C. Yang; C. -T. Kuo; H. -Y. Chen; C. -Y. Tung; C. -E. Tsai; G. -H. Chen; L. -K. Lin; C. -H. Wang; T. -H. Wang; C. -Y. R. Huang","Qsyn: A Developer-Friendly Quantum Circuit Synthesis Framework for NISQ Era and Beyond","2024 IEEE International Conference on Quantum Computing and Engineering (QCE)","","","10.1109/QCE60285.2024.10392","","In this paper, we introduce Qsyn, a novel quantum circuit synthesis (QCS) framework designed to facilitate the research, development, testing, and experimentation of QCS algorithms and tools. Our framework is more developer-friendly than other modern QCS frameworks in three aspects: (1) Qsyn provides a comprehensive command-line interface that enables developers to design various testing scenarios with ease and conduct flexible experiments on their algorithms. This feature significantly streamlines the development process, making it more efficient and user-friendly. (2) Qsyn offers detailed access to multiple data representations at different abstraction levels of quantum circuits. This capability allows developers to optimize their algorithms extensively, gaining deeper insights and control over the structure and behavior of quantum circuits. By understanding the intricacies of circuit design, developers can achieve higher levels of optimization and performance in their algorithms. (3) Qsyn implements a rigorous development flow and environment to help developers maintain high-quality standards using modern software engineering practices, including robust quality assurance measures like regression testing, continuous integration and continuous delivery (CI/CD) pipelines, and code linting. We demonstrate Qsyn's superior performance through fair comparisons with PyZX [1], highlighting its efficiency and optimization capabilities. By providing a unified and user-friendly development environment, Qsyn empowers researchers and developers to prototype, implement, and evaluate their QCS algorithms effectively.","2024-09-15","2026-07-02 19:58:27","2026-07-10 00:59:23","","535-536","","","02","","","","","","","","","","","","","","","","","Journal Abbreviation: 2024 IEEE International Conference on Quantum Computing and Engineering (QCE)","","","","Software algorithms; Quantum circuit; Software; Software engineering; Optimization; Quantum system; Quantum Computing; Testing; Standards; Quantum Software Engineering; Quality assurance; Software measurement; Quantum Systems Software","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE International Conference on Quantum Computing and Engineering (QCE)","","","","","","","","","","","","","","",""
"JTWZSYXC","conferencePaper","2025","S. S. H. Ng; M. Walter; J. Drewniok; S. Hofmann; R. Wille; K. Walus","Building a Machine Learning Accelerator with Silicon Dangling Bonds: From Verilog to Quantum Dot Layout","2025 IEEE 25th International Conference on Nanotechnology (NANO)","1944-9380","","10.1109/NANO63165.2025.11113747","","At a time when traditional CMOS technologies approach their fundamental scaling limits and artificial intelligence continues to escalate global computational demands, emerging post-CMOS technologies like Silicon Dangling Bonds (SiDBs) provide promising pathways towards energy-efficient computation. SiDBs offer atomic-scale precision and discrete charge control, enabling the realization of ultra-dense computational logic. However, manual layout design and verification have historically restricted the exploration and scalability of SiDB-based logic systems. To this end, this work demonstrates an automated, end-to-end Electronic Design Automation (EDA) flow for designing and synthesizing a core component of a Matrix Multiply Unit (MXU) from high-level Register-transfer Level (RTL) Verilog descriptions down to dot-accurate SiDB layouts. Leveraging recent advances in SiDB-focused EDA tooling, we demonstrate the first fully automated design flow capable of translating RTL descriptions into manufacturable quantum-dot layouts. The proposed hierarchical Verilog approach addresses existing EDA constraints while facilitating comprehensive operational verification via test benches. Additionally, our design process incorporates reliability-focused Figures Of Merit (FoMs), ensuring the selection of robust logic gates throughout synthesis. Our synthesized MXU Processing Element (PE) layout represents a significant milestone in SiDB logic design, bridging previously manuallyintensive workflows with scalable, automated methodologies. Despite achieving larger footprints than hand-crafted designs, the presented approach provides a valuable foundation for future optimization and widespread adoption of SiDB-based computing architectures.","2025-07-13","2026-07-02 19:58:27","2026-07-10 01:01:37","","483-488","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2025 IEEE 25th International Conference on Nanotechnology (NANO)","","","","Scalability; Optimization; Layout; Logic; Reliability engineering; Silicon; Register transfer level; Manuals; Hardware design languages; Quantum dots","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 IEEE 25th International Conference on Nanotechnology (NANO)","","","","","","","","","","","","","","",""
"QT4MIILR","journalArticle","2023","X. Zhou; Y. Feng; S. Li","Supervised Learning Enhanced Quantum Circuit Transformation","IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems","","1937-4151","10.1109/TCAD.2022.3179223","","A quantum circuit transformation (QCT) is required when executing a quantum program in a real quantum processing unit (QPU). By inserting auxiliary SWAP gates, a QCT algorithm transforms a quantum circuit to one that satisfies the connectivity constraint imposed by the QPU. Due to the nonnegligible gate error and the limited qubit coherence time of the QPU, QCT algorithms that minimize gate number or circuit depth or maximize the fidelity of output circuits are in urgent need. Unfortunately, finding optimized transformations often involve exhaustive searches, which are extremely time consuming and not practical for most circuits. In this article, we propose a framework that uses a policy artificial neural network (ANN) trained by supervised learning on shallow circuits to help existing QCT algorithms select the most promising SWAP gate. ANNs can be trained offline in a distributed way and the trained ANN can be easily incorporated into QCT algorithms to enable them to search deeper without bringing too much overhead in time complexity. Exemplary embeddings of the trained ANNs into target QCT algorithms demonstrate that the transformation performance can be consistently improved on QPUs with various connectivity structures and random or realistic quantum circuits.","2023-02","2026-07-02 19:58:27","2026-07-10 01:03:22","","437-447","","2","42","","IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems","","","","","","","","","","","","","","","","","","","Quantum circuit; Logic gates; Qubit; machine learning; Heuristic algorithms; Machine learning algorithms; Supervised learning; Artificial neural network (ANN); Artificial neural networks; quantum circuit transformation (QCT); supervised learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SG5FHKLS","conferencePaper","2026","P. Hopf; L. Burgholzer; R. Wille","Quantum Circuit Compilation for Superconducting Bus-Resonator Architectures","2026 Design, Automation & Test in Europe Conference (DATE)","1558-1101","","10.23919/DATE69613.2026.11539523","","Superconducting quantum computers are fundamentally limited by restricted qubit connectivity. Bus-resonator architectures alleviate this constraint by enabling effective all-to-all interactions. This advantage, however, comes at the cost of significant operational overhead. Realizing the full potential of such hardware thus requires sophisticated compilation techniques that minimize this overhead. In this work, we present the first formalization of the underlying compilation problem for bus-resonator architectures amenable to so-called SAT-CP solvers. This formalization yields optimal solutions for small quantum circuits. For larger instances, we propose a linear-time heuristic. Experimental evaluations confirm that the formalization makes it possible to find optimal solutions even in vast search spaces and that the heuristic provides near-optimal compilation while scaling efficiently to circuits of practical size. Together, these contributions establish both a rigorous baseline and a practical path toward low-overhead compilation for superconducting bus-resonator devices.","2026-04-20","2026-07-02 19:58:27","2026-07-10 01:01:01","","1-7","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2026 Design, Automation & Test in Europe Conference (DATE)","","","","Design automation; Quantum circuit; Qubit; quantum computing; Computer architecture; Circuits; quantum circuit compilation; Printing; Conferences; Resonators; Algorithms; Architecture; bus-resonator; compiler; superconducting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2026 Design, Automation & Test in Europe Conference (DATE)","","","","","","","","","","","","","","",""
"ZHBKHJ7C","bookSection","2026","Navnil ChoudhuryAmeya BhaveKanad Basu","Verification Paradigms for Quantum Computing","Design Automation for Quantum Computing","","","10.1007/978-3-032-09303-5_7","https://link.springer.com/chapter/10.1007/978-3-032-09303-5_7","","2026","2026-07-02 19:59:09","2026-07-10 01:00:54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PCGIJ23D","conferencePaper","2026","Yoann MarquerDomenico Bianculli","Introduction to Quantum Software Engineering","","","","10.1007/978-3-032-12092-2_11","https://link.springer.com/chapter/10.1007/978-3-032-12092-2_11","","2026","2026-07-02 19:59:09","2026-07-10 01:02:57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Product-Focused Software Process Improvement. Industry, Doctoral-Symposium, Tutorial, and Workshop Papers","","","","","","","","","","","","","","",""
"THNBZRCP","journalArticle","2025","Muneera BanoShaukat AliDidar Zowghi","Envisioning responsible quantum software engineering and quantum artificial intelligence","Automated Software Engineering","","","10.1007/s10515-025-00541-5","https://link.springer.com/article/10.1007/s10515-025-00541-5","","2025","2026-07-02 19:59:09","2026-07-10 01:00:48","","","","","","","Automated Software Engineering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FH97LW5W","conferencePaper","2024","Tsubasa TakagiCanh Minh DoKazuhiro Ogata","Automated Quantum Program Verification in Dynamic Quantum Logic","","","","10.1007/978-3-031-51777-8_5","https://link.springer.com/chapter/10.1007/978-3-031-51777-8_5","","2024","2026-07-02 19:59:09","2026-07-10 01:02:29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dynamic Logic. New Trends and Applications","","","","","","","","","","","","","","",""
"N2K6JS48","conferencePaper","2025","Malte LochauIna Schaefer","Model-Based Testing of Quantum Computations","","","","10.1007/978-3-031-72044-4_7","https://link.springer.com/chapter/10.1007/978-3-031-72044-4_7","","2025","2026-07-02 19:59:09","2026-07-10 01:00:30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tests and Proofs","","","","","","","","","","","","","","",""
"887BY74X","journalArticle","2025","Miriam Fernández-OsunaRicardo Pérez-CastilloJosé A. Cruz-LemusMichal BaczykMario Piattini","Exploring design patterns in quantum software: a case study","Computing","","","10.1007/s00607-025-01467-2","https://link.springer.com/article/10.1007/s00607-025-01467-2","","2025","2026-07-02 19:59:09","2026-07-10 01:00:42","","","","","","","Computing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NTZYJVVX","journalArticle","2026","","Quantum Software Quality","","","","","https://link.springer.com/collections/iaiffbgcbf","","2026","2026-07-02 19:59:09","2026-07-10 01:03:09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58HXHXKC","journalArticle","2026","Stefano LambiaseAndrea De Lucia","Quantifying adoption: A SEM study of quantum software technology in software development","Empirical Software Engineering","","","10.1007/s10664-026-10805-7","https://link.springer.com/article/10.1007/s10664-026-10805-7","","2026","2026-07-02 19:59:09","2026-07-10 01:01:57","","","","","","","Empirical Software Engineering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BEMIR3Z9","journalArticle","2026","Sabia HassanKaisar J. Giri","Q-ST: A Comprehensive Review of Quantum Software and Toolchains, Ecosystems, and Technologies","Archives of Computational Methods in Engineering","","","10.1007/s11831-026-10615-6","https://link.springer.com/article/10.1007/s11831-026-10615-6","","2026","2026-07-02 19:59:09","2026-07-10 01:01:42","","","","","","","Archives of Computational Methods in Engineering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SR4KSXAF","journalArticle","2025","Luis Jiménez-NavajasRicardo Pérez-CastilloMario Piattini","Code generation for classical-quantum software systems modeled in UML","Software and Systems Modeling","","","10.1007/s10270-024-01259-w","https://link.springer.com/article/10.1007/s10270-024-01259-w","","2025","2026-07-02 19:59:09","2026-07-10 00:59:22","","","","","","","Software and Systems Modeling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
